title,phase,subject_family,language_guess,recommended_blueprint,signals_source_based,signals_essay_or_extended_response,signals_case_study,signals_data_graph_diagram,signals_practical_investigation,signals_project_or_sba,signals_oral_or_performance,signals_calculation_problem,signals_formal_test_or_exam,path,sha256
English,senior_grade_7_9,language,English,language_integrated_assessment,True,True,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_fal_english_gr_7-9_web.pdf,489f8c6076c86f5515df3ec00ce5cb8aa403435e28215d8423c7e42855c56a49
English,senior_grade_7_9,language,English,language_integrated_assessment,True,True,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_sal_english_gr_7-9_web.pdf,704ff947ea2c4de5b95fe89e2c9436846ca8774e25a208392bc24a7032a73abb
French,senior_grade_7_9,other,Unknown,source_based_plus_extended_response,True,True,True,True,True,True,True,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/french_caps_second_additional_language_grades_7-9_final_13_01_2017.pdf,a9a4ecc660b169d0f5829de963f1772758fc662711e22b874cef4b2bcec0600a
German,senior_grade_7_9,other,Unknown,source_based_plus_extended_response,True,True,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_german_sal_sp_final.pdf,8d606c1095a9b61087a28b638d5b84f931f3353f5b086bcba7b87b22fe2aa8e9
IsiNdebele,senior_grade_7_9,other,English,structured_test_or_task,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_fal_isindebele_gr_7-9_web.pdf,24df201aceccd50db62a75b66306d6e216edeaf2beab5cc7511fbc09c17d225b
IsiNdebele,senior_grade_7_9,other,English,structured_test_or_task,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_home_isindebele_gr_7-9_web.pdf,76304b24f1c17b03dde4592d3266d7da35f7a593051bd69d6f3fdaa5c78fba63
IsiXhosa,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,True,False,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_home_isixhosa_gr_7-9_web.pdf,d4658a97ce4922bede3b9a11c803b6bca88f0fc697cbe0b2698896f5bb5d7134
IsiXhosa,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,False,False,True,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_sal_isixhosa_gr_7-9_web.pdf,d52cffe2bb1d693f89e53ee0669d2f19b7387efc6bd87a7833de60da14a7e521
IsiXhosa,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,True,False,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_fal_isixhosa_gr_7-9_web.pdf,4b8aa1a46011fc517cc8912a1509377b8846bedc2cd36f9dbd232829233c3ed9
IsiZulu,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,False,False,True,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_sal_isizulu_gr_7-9_web.pdf,398d53fd8916973c6166d31f8c79b6082bb9f4b99327f15d77af7e645c3814bc
IsiZulu,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_home_isizulu_gr_7-9_web.pdf,4d9ad8000fa8740dff07a478b8856d4f03590aab0dbfd2b5fb6052709a5b121b
IsiZulu,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_fal_isizulu_gr_7-9_web.pdf,cacc059d760de7ab2851c6ff7914b2331c1349862be14ef788b95bcfe05a9f4b
Lewensorientering (Life Orientation),senior_grade_7_9,life_skills,Afrikaans,structured_test_or_task,False,False,True,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_afr_lewensorientering_gr_7-9_web.pdf,95056fe9b4177ebab1c427d97a3d7907d54afe473328713ad326113bb70d35ef
Life Orientation,senior_grade_7_9,life_skills,English,source_based_plus_extended_response,True,True,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_life_orientation_web.pdf,7904a388b6dfda1c3b265638d7f91298e2290e50eda65f9625fa3a764356dca3
Mandarin,senior_grade_7_9,other,Unknown,source_based_plus_extended_response,True,True,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/mandarin_second_additional_language_caps_grades_7-9.pdf,4b2618f4e30ddeff6f2734c6f93824551866ffba2554692aed23592e0b62f4e2
Mathematics,senior_grade_7_9,mathematics,English,calculation_problem_solving,False,False,False,True,True,False,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_mathematics_gr_7-9.pdf,64dcd19ee1d67109ff4172d9b098259954a2e77a55aeae0d11ee7ec033b0d8f8
Natural Science,senior_grade_7_9,science,English,data_diagram_practical_investigation,True,False,False,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_natural_sciences_gr_7-9_web.pdf,8699f105ebee604a9b0a0aebcbd7e9ebac27f5e034b00559a19f8418e1615e9f
Natuurwetenskappe (Natural Science),senior_grade_7_9,other,Afrikaans,practical_investigation,False,False,False,True,True,True,True,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_afr_natural_science_web.pdf,adaba61b73210635686d9e26a791ec64e4ca9ec587bffed6180d70e8fc720353
Senior Phase (Grade 7-9),senior_grade_7_9,other,Unknown,source_based_plus_extended_response,True,True,True,True,True,True,True,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sasignlanguage_hl_sp_gr_7-9_2.pdf,b5d864000eea348ef978bede89a4e5d58411659aa55c1a07dfba36f6317a02b3
Sepedi,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,False,True,False,True,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_fal_sepedi_gr_7-9_web.pdf,d1e0e400d811af125f31e7ebe9c0f0bc781770d55afed9c3a10a2c5639bc5488
Sepedi,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,False,True,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_sal_sepedi_gr_7-9_web.pdf,d3f4b277c83fb7c7059573712cb5b849273ca180e5419a66cabbe46c2d4fc92e
Sepedi,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,False,True,False,True,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_hl_sepedi_gr_7-9_web.pdf,7039c3fc4bf6e4ab9cd997ee1400828cd7f2b396105238a88fff6698802c458d
Serbian,senior_grade_7_9,other,Unknown,source_based_plus_extended_response,True,True,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_serbian_home_language_sp.pdf,60919f3c39f9bc9a273c456ee6c0dd3eec4966613cfe01795aadf1c7ead53b4a
Serbian,senior_grade_7_9,other,Unknown,source_based_plus_extended_response,True,True,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_serbian_second_additional_language_sp.pdf,1658bc10bc4a5629e156b083dea9c13741eab843fd745fa5ee23571316db4cdf
Sesotho,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,False,True,False,True,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_fal_sesotho_web.pdf,d5cb25a235c04d7509ba0bb1519dd4c0228c5f98b92d848de3fb237bfd6e1384
Sesotho,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,False,True,False,True,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_home_sesotho_gr_7-9_web.pdf,de934cfe368c2fb59dc2ad920f1017ada99d3716cee765c84efe433934c0b0dd
Sesotho,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,False,True,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_sal_sesotho_gr_7-9_web.pdf,11f2550666bc1dee12b9247a03159370328df7ba27cfbe0d080037b09dafd47f
Setswana,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,False,True,False,False,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_fal_setswana_gr_7-9.pdf,6144962eb83bdbe90b9446f499ed5dc4c9a7af2862ed42fac3f83f6336925a61
Setswana,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,False,True,False,False,False,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_home_setswana_gr_7-9_web.pdf,3259bf6bfde6ae092cfa9bcc63074052347a3aa8431dc0249c8e4c3792d4bbb7
Setswana,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_sal_setswana_web.pdf,e028b2e02f48bb01622eca24d0c41c9cbcbfd7e67ca6a7bca599a2e62da4d7df
Siswati,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_home_siswati_gr_7-9_web.pdf,fac2ce6d25f1cd4d7c29186a0fb381a109ab8d044325d108a3be23b3dd41890e
Siswati,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_fal_siswati_gr_7-9_web.pdf,7aa0dd1c4d5c8d0220a9c294393fd168e99921c902c52696195cb7eb3f999836
Skeppende kunste (Creative Arts),senior_grade_7_9,other,Afrikaans,practical_investigation,False,False,True,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_afr_skeppende_kunste_gr_7-9_web.pdf,7c49a5fa6065338c98d8f31ff2dbf16bdff4aa1651261423bf64aa639ae39404
Social Science,senior_grade_7_9,other,English,source_based_plus_extended_response,True,True,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_social_science_gr_7-9.pdf,a2c858ef3870dd8aace43bbb3db7ba345e05ca00f8c989041bae1a9e01b1fbe0
Sosialewetenskappe (Social Science),senior_grade_7_9,other,Afrikaans,practical_investigation,False,False,False,True,True,True,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_afr_social_science_web.pdf,1695fcef1e508a19c0272fe9d98514c24f1c305170822e4bed814b4a5364bc98
Technology,senior_grade_7_9,technology,English,practical_project_design_task,True,False,True,True,True,True,True,True,True,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_technology_gr_7-9.pdf,89898067efff5d97f4016e46e1185d06a3c8c47e4f2da7d15f74707f78ac4853
Tegnologie (Technology),senior_grade_7_9,technology,Afrikaans,practical_project_design_task,False,False,True,True,True,True,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_afr_tegnologie_web.pdf,e0a63cdad3853544710169d4003905d719ea8cf3f1baad524e5665de37829db4
Tshivenda,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,False,False,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_fal_tshivenda_web.pdf,3b87669257aeb20dfaa50f63ff050a4081e42551a03697eabe83ad58eadcb2e8
Tshivenda,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_sal_tshivenda_gr_7-9_web.pdf,c1831c480cf90584fc94dab558fe8a917ab28b486ff7ac2b0bceb746a48ea4f2
Tshivenda,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,False,False,False,True,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_home_tshivenda_gr_7-9_web.pdf,54b357f03e96caf5d2361aa9b8db743600d5f7127764549e279bd344968d99b5
Wiskunde (Mathematics),senior_grade_7_9,mathematics,Afrikaans,calculation_problem_solving,False,False,False,True,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_afr_wiskunde_gr_7-9_web.pdf,06831729faeee9b4bb31c448fec29a59dcfb57f7eaea2e2860818cea4d766e3b
Xitsonga,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_fal_xitsonga_gr_7-9_web.pdf,35817705b257f4f9df29adffe7e06ce7f3b52a8e2917fef6276eb6d70120f542
Xitsonga,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,False,True,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_home_xitsonga_gr_7-9_web.pdf,7705638aa810b52bc95e869d16eec6b1817dda1262d46dde234fcf2222f99350
Xitsonga,senior_grade_7_9,language,English,language_integrated_assessment,False,False,False,False,False,False,False,False,False,/home/byron/Downloads/KnowEdge_AutoRelease_Suite/corpora/caps/pdf/senior_grade_7_9/caps_sp_sal_xitsonga_gr_7-9_web.pdf,742363315e28c9aa5753bdefa493a76ffacd98c9a39fdb4ea840d61517f1f414
